MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	113.67871	Sec	2/13/1980 2:43:54 PM
Axial Force	Axial Displacement	Time
kN	mm	Sec
-194.33145	-6.3385148	103.74219
-194.5625	-6.3554344	103.8418
-194.79655	-6.3727231	103.94141
-195.04109	-6.3881559	104.04102
-195.23849	-6.4052763	104.14063
-195.45641	-6.4222512	104.24023
-195.67729	-6.4379025	104.33984
-195.8913	-6.4550905	104.43945
-196.08224	-6.4718747	104.53906
-196.31131	-6.4890409	104.63867
-196.52649	-6.5043759	104.73828
-196.73924	-6.5226254	104.83789
-196.94794	-6.5378981	104.9375
-197.15259	-6.5568337	105.03711
-197.36165	-6.5733752	105.13672
-197.5627	-6.5900807	105.23633
-197.76949	-6.6073503	105.33594
-197.97729	-6.6241555	105.43555
-198.19794	-6.6399355	105.53516
-198.44524	-6.6568737	105.63477
-198.67868	-6.6741166	105.73438
-198.86562	-6.6918082	105.83398
-199.08618	-6.7091603	105.93359
-199.26624	-6.7262378	106.0332
-199.49886	-6.7445207	106.13281
-199.79076	-6.7616978	106.23242
-200.00757	-6.777554	106.33203
-200.23727	-6.796133	106.43164
-200.45338	-6.8132386	106.53125
-200.67583	-6.8311076	106.63086
-200.88651	-6.8483768	106.73047
-201.11598	-6.8661609	106.83008
-201.2738	-6.885746	106.92969
-201.49719	-6.9027224	107.0293
-201.73267	-6.9188957	107.12891
-201.94969	-6.9353805	107.22852
-202.15503	-6.9523349	107.32813
-202.42072	-6.9702001	107.42773
-202.63144	-6.9881759	107.52734
-202.82643	-7.0056982	107.62695
-203.0374	-7.0226021	107.72656
-203.24298	-7.0402365	107.82617
-203.46353	-7.0573039	107.92578
-203.67688	-7.0745311	108.02539
-203.88962	-7.0911913	108.125
-204.10669	-7.1091413	108.22461
-204.44975	-7.1264577	108.32422
-204.66188	-7.1456394	108.42383
-204.84486	-7.1646757	108.52344
-205.02594	-7.1831098	108.62305
-205.23647	-7.2011042	108.72266
-205.47594	-7.218226	108.82227
-205.68892	-7.2356987	108.92188
-205.94485	-7.2515035	109.02148
-206.20058	-7.2685447	109.12109
-206.43994	-7.2863865	109.2207
-206.66177	-7.30481	109.32031
-206.86668	-7.3223109	109.41992
-207.08096	-7.3422627	109.51953
-207.29536	-7.3609533	109.61914
-207.49988	-7.3796005	109.71875
-207.72821	-7.3976398	109.81836
-207.95901	-7.4139161	109.91797
-208.18813	-7.4312325	110.01758
-208.4034	-7.4497709	110.11719
-208.61185	-7.4654808	110.2168
-208.91525	-7.4849668	110.31641
-209.15742	-7.5012288	110.41602
-209.36516	-7.5204482	110.51563
-209.57043	-7.5394287	110.61523
-209.80756	-7.5572267	110.71484
-210.03992	-7.5756149	110.81445
-210.26996	-7.5931435	110.91406
-210.49817	-7.6112294	111.01367
-210.71794	-7.6300516	111.11328
-210.95279	-7.647068	111.21289
-211.21603	-7.664042	111.3125
-211.49492	-7.6842008	111.41211
-211.67949	-7.7040334	111.51172
-211.86914	-7.7221699	111.61133
-212.09901	-7.7421541	111.71094
-212.26389	-7.7589979	111.81055
-212.56255	-7.776207	111.91016
-212.81956	-7.7943673	112.00977
-213.04198	-7.8121729	112.10938
-213.30347	-7.8303881	112.20898
-213.53008	-7.8487296	112.30859
-213.75026	-7.8690529	112.4082
-213.97983	-7.88623	112.50781
-214.21863	-7.9059453	112.60742
-214.4572	-7.9246821	112.70703
-214.69652	-7.9420671	112.80664
-214.91096	-7.9611602	112.90625
-215.14798	-7.9778457	113.00586
-215.36865	-7.9970474	113.10547
-215.66176	-8.0150766	113.20508
-215.92111	-8.0346766	113.30469
-216.11893	-8.0549335	113.4043
-216.32697	-8.0735779	113.50391
-216.55795	-8.0940351	113.60352
